group,function,value,sample_time_nanos,iteration_count
pulling_from_pool,,65536,1104278,71700
pulling_from_pool,,65536,1936719,143400
pulling_from_pool,,65536,3352808,215100
pulling_from_pool,,65536,3911460,286800
pulling_from_pool,,65536,4910362,358500
pulling_from_pool,,65536,5932879,430200
pulling_from_pool,,65536,6744318,501900
pulling_from_pool,,65536,7826775,573600
pulling_from_pool,,65536,8664720,645300
pulling_from_pool,,65536,9850548,717000
pulling_from_pool,,65536,10592056,788700
pulling_from_pool,,65536,11682698,860400
pulling_from_pool,,65536,12630684,932100
pulling_from_pool,,65536,13587204,1003800
pulling_from_pool,,65536,14491433,1075500
pulling_from_pool,,65536,15393758,1147200
pulling_from_pool,,65536,16456699,1218900
pulling_from_pool,,65536,17706277,1290600
pulling_from_pool,,65536,18572309,1362300
pulling_from_pool,,65536,19443290,1434000
pulling_from_pool,,65536,20399670,1505700
pulling_from_pool,,65536,21294646,1577400
pulling_from_pool,,65536,22640531,1649100
pulling_from_pool,,65536,23539904,1720800
pulling_from_pool,,65536,24630313,1792500
pulling_from_pool,,65536,25584665,1864200
pulling_from_pool,,65536,26739065,1935900
pulling_from_pool,,65536,27389619,2007600
pulling_from_pool,,65536,28768418,2079300
pulling_from_pool,,65536,29700919,2151000
pulling_from_pool,,65536,30695162,2222700
pulling_from_pool,,65536,31640487,2294400
pulling_from_pool,,65536,32237991,2366100
pulling_from_pool,,65536,33136663,2437800
pulling_from_pool,,65536,33729140,2509500
pulling_from_pool,,65536,34714898,2581200
pulling_from_pool,,65536,35654403,2652900
pulling_from_pool,,65536,36633424,2724600
pulling_from_pool,,65536,39019381,2796300
pulling_from_pool,,65536,38861231,2868000
pulling_from_pool,,65536,39757546,2939700
pulling_from_pool,,65536,40796685,3011400
pulling_from_pool,,65536,41835707,3083100
pulling_from_pool,,65536,42910492,3154800
pulling_from_pool,,65536,43633358,3226500
pulling_from_pool,,65536,44758748,3298200
pulling_from_pool,,65536,45487144,3369900
pulling_from_pool,,65536,46307140,3441600
pulling_from_pool,,65536,47894354,3513300
pulling_from_pool,,65536,53119244,3585000
pulling_from_pool,,65536,49380144,3656700
pulling_from_pool,,65536,50268619,3728400
pulling_from_pool,,65536,51649524,3800100
pulling_from_pool,,65536,52619056,3871800
pulling_from_pool,,65536,53359744,3943500
pulling_from_pool,,65536,54681146,4015200
pulling_from_pool,,65536,55344541,4086900
pulling_from_pool,,65536,57542379,4158600
pulling_from_pool,,65536,58041315,4230300
pulling_from_pool,,65536,58965525,4302000
pulling_from_pool,,65536,59094650,4373700
pulling_from_pool,,65536,60227445,4445400
pulling_from_pool,,65536,61347202,4517100
pulling_from_pool,,65536,63009791,4588800
pulling_from_pool,,65536,70161199,4660500
pulling_from_pool,,65536,64432249,4732200
pulling_from_pool,,65536,64999776,4803900
pulling_from_pool,,65536,66889190,4875600
pulling_from_pool,,65536,67585277,4947300
pulling_from_pool,,65536,68814768,5019000
pulling_from_pool,,65536,70286353,5090700
pulling_from_pool,,65536,72492594,5162400
pulling_from_pool,,65536,72655242,5234100
pulling_from_pool,,65536,73646729,5305800
pulling_from_pool,,65536,73524042,5377500
pulling_from_pool,,65536,74980770,5449200
pulling_from_pool,,65536,76046251,5520900
pulling_from_pool,,65536,78593702,5592600
pulling_from_pool,,65536,77613170,5664300
pulling_from_pool,,65536,80936663,5736000
pulling_from_pool,,65536,81970820,5807700
pulling_from_pool,,65536,82046526,5879400
pulling_from_pool,,65536,83795727,5951100
pulling_from_pool,,65536,81678842,6022800
pulling_from_pool,,65536,90720563,6094500
pulling_from_pool,,65536,83547586,6166200
pulling_from_pool,,65536,85113436,6237900
pulling_from_pool,,65536,86321380,6309600
pulling_from_pool,,65536,88366043,6381300
pulling_from_pool,,65536,88942448,6453000
pulling_from_pool,,65536,88536393,6524700
pulling_from_pool,,65536,91050494,6596400
pulling_from_pool,,65536,95671752,6668100
pulling_from_pool,,65536,93839812,6739800
pulling_from_pool,,65536,92492983,6811500
pulling_from_pool,,65536,93894732,6883200
pulling_from_pool,,65536,95769684,6954900
pulling_from_pool,,65536,98095316,7026600
pulling_from_pool,,65536,97819336,7098300
pulling_from_pool,,65536,101435253,7170000
