group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
pulling_from_pool,,4096,,,968779.0,ns,39214
pulling_from_pool,,4096,,,1977231.0,ns,78428
pulling_from_pool,,4096,,,3200504.0,ns,117642
pulling_from_pool,,4096,,,4055076.0,ns,156856
pulling_from_pool,,4096,,,4842090.0,ns,196070
pulling_from_pool,,4096,,,5945982.0,ns,235284
pulling_from_pool,,4096,,,6851908.0,ns,274498
pulling_from_pool,,4096,,,7797592.0,ns,313712
pulling_from_pool,,4096,,,8801097.0,ns,352926
pulling_from_pool,,4096,,,10061361.0,ns,392140
pulling_from_pool,,4096,,,10663206.0,ns,431354
pulling_from_pool,,4096,,,11894985.0,ns,470568
pulling_from_pool,,4096,,,12739601.0,ns,509782
pulling_from_pool,,4096,,,13751106.0,ns,548996
pulling_from_pool,,4096,,,14560327.0,ns,588210
pulling_from_pool,,4096,,,15567897.0,ns,627424
pulling_from_pool,,4096,,,16690730.0,ns,666638
pulling_from_pool,,4096,,,17571843.0,ns,705852
pulling_from_pool,,4096,,,19050194.0,ns,745066
pulling_from_pool,,4096,,,20064133.0,ns,784280
pulling_from_pool,,4096,,,20596432.0,ns,823494
pulling_from_pool,,4096,,,21390478.0,ns,862708
pulling_from_pool,,4096,,,23529957.0,ns,901922
pulling_from_pool,,4096,,,23921326.0,ns,941136
pulling_from_pool,,4096,,,24546659.0,ns,980350
pulling_from_pool,,4096,,,25526394.0,ns,1019564
pulling_from_pool,,4096,,,28419706.0,ns,1058778
pulling_from_pool,,4096,,,28242438.0,ns,1097992
pulling_from_pool,,4096,,,29073419.0,ns,1137206
pulling_from_pool,,4096,,,30048944.0,ns,1176420
pulling_from_pool,,4096,,,30878064.0,ns,1215634
pulling_from_pool,,4096,,,31261734.0,ns,1254848
pulling_from_pool,,4096,,,32786590.0,ns,1294062
pulling_from_pool,,4096,,,33746581.0,ns,1333276
pulling_from_pool,,4096,,,34494052.0,ns,1372490
pulling_from_pool,,4096,,,35459535.0,ns,1411704
pulling_from_pool,,4096,,,36259955.0,ns,1450918
pulling_from_pool,,4096,,,37227843.0,ns,1490132
pulling_from_pool,,4096,,,38372047.0,ns,1529346
pulling_from_pool,,4096,,,38902068.0,ns,1568560
pulling_from_pool,,4096,,,40508628.0,ns,1607774
pulling_from_pool,,4096,,,41253137.0,ns,1646988
pulling_from_pool,,4096,,,42487111.0,ns,1686202
