group,function,value,sample_time_nanos,iteration_count
detach_from_pool,,4096,998632,73286
detach_from_pool,,4096,1978723,146572
detach_from_pool,,4096,2946770,219858
detach_from_pool,,4096,3946558,293144
detach_from_pool,,4096,4923113,366430
detach_from_pool,,4096,5917413,439716
detach_from_pool,,4096,6912052,513002
detach_from_pool,,4096,8301384,586288
detach_from_pool,,4096,8860769,659574
detach_from_pool,,4096,9842748,732860
detach_from_pool,,4096,10833964,806146
detach_from_pool,,4096,11815652,879432
detach_from_pool,,4096,12814362,952718
detach_from_pool,,4096,13783466,1026004
detach_from_pool,,4096,14909806,1099290
detach_from_pool,,4096,15748814,1172576
detach_from_pool,,4096,16895272,1245862
detach_from_pool,,4096,17839504,1319148
detach_from_pool,,4096,18749759,1392434
detach_from_pool,,4096,19717596,1465720
detach_from_pool,,4096,20753910,1539006
detach_from_pool,,4096,21887973,1612292
detach_from_pool,,4096,22630838,1685578
detach_from_pool,,4096,23636267,1758864
detach_from_pool,,4096,24593181,1832150
detach_from_pool,,4096,25613033,1905436
detach_from_pool,,4096,26563905,1978722
detach_from_pool,,4096,27803846,2052008
detach_from_pool,,4096,28571641,2125294
detach_from_pool,,4096,30144377,2198580
detach_from_pool,,4096,30857232,2271866
detach_from_pool,,4096,31599955,2345152
detach_from_pool,,4096,32757575,2418438
detach_from_pool,,4096,33451896,2491724
detach_from_pool,,4096,34426852,2565010
detach_from_pool,,4096,35603187,2638296
detach_from_pool,,4096,36412305,2711582
detach_from_pool,,4096,37567935,2784868
detach_from_pool,,4096,38369201,2858154
detach_from_pool,,4096,39354173,2931440
detach_from_pool,,4096,40370512,3004726
detach_from_pool,,4096,41391513,3078012
detach_from_pool,,4096,43439581,3151298
detach_from_pool,,4096,45815257,3224584
detach_from_pool,,4096,44342267,3297870
detach_from_pool,,4096,45511706,3371156
detach_from_pool,,4096,46999466,3444442
detach_from_pool,,4096,47397206,3517728
detach_from_pool,,4096,48673776,3591014
detach_from_pool,,4096,49991186,3664300
detach_from_pool,,4096,50561895,3737586
detach_from_pool,,4096,51358965,3810872
detach_from_pool,,4096,52218175,3884158
detach_from_pool,,4096,53232012,3957444
detach_from_pool,,4096,54384265,4030730
detach_from_pool,,4096,56182692,4104016
detach_from_pool,,4096,56783318,4177302
detach_from_pool,,4096,57631713,4250588
detach_from_pool,,4096,58441466,4323874
detach_from_pool,,4096,59463663,4397160
detach_from_pool,,4096,60334252,4470446
detach_from_pool,,4096,60984184,4543732
detach_from_pool,,4096,62240823,4617018
detach_from_pool,,4096,64911676,4690304
detach_from_pool,,4096,64169870,4763590
detach_from_pool,,4096,65230991,4836876
detach_from_pool,,4096,65955292,4910162
detach_from_pool,,4096,67204642,4983448
detach_from_pool,,4096,68256388,5056734
detach_from_pool,,4096,70058508,5130020
detach_from_pool,,4096,70151130,5203306
detach_from_pool,,4096,71128663,5276592
detach_from_pool,,4096,71876122,5349878
detach_from_pool,,4096,73039560,5423164
detach_from_pool,,4096,73991314,5496450
detach_from_pool,,4096,74768436,5569736
detach_from_pool,,4096,76008332,5643022
detach_from_pool,,4096,77011870,5716308
detach_from_pool,,4096,78343452,5789594
detach_from_pool,,4096,81378080,5862880
detach_from_pool,,4096,79891914,5936166
detach_from_pool,,4096,81086507,6009452
detach_from_pool,,4096,83800047,6082738
detach_from_pool,,4096,84102308,6156024
detach_from_pool,,4096,84468982,6229310
detach_from_pool,,4096,85560141,6302596
detach_from_pool,,4096,88383942,6375882
detach_from_pool,,4096,88378180,6449168
detach_from_pool,,4096,93255154,6522454
detach_from_pool,,4096,92606868,6595740
detach_from_pool,,4096,89846850,6669026
detach_from_pool,,4096,90958073,6742312
detach_from_pool,,4096,91863041,6815598
detach_from_pool,,4096,93122646,6888884
detach_from_pool,,4096,94213751,6962170
detach_from_pool,,4096,95185366,7035456
detach_from_pool,,4096,97110972,7108742
detach_from_pool,,4096,98432699,7182028
detach_from_pool,,4096,98961179,7255314
detach_from_pool,,4096,99801994,7328600
