group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
pulling_from_pool,,268435456,,,970392.0,ns,38722
pulling_from_pool,,268435456,,,1931013.0,ns,77444
pulling_from_pool,,268435456,,,2926402.0,ns,116166
pulling_from_pool,,268435456,,,4044999.0,ns,154888
pulling_from_pool,,268435456,,,4946411.0,ns,193610
pulling_from_pool,,268435456,,,5828248.0,ns,232332
pulling_from_pool,,268435456,,,6987940.0,ns,271054
pulling_from_pool,,268435456,,,7814762.0,ns,309776
pulling_from_pool,,268435456,,,8861459.0,ns,348498
pulling_from_pool,,268435456,,,9753954.0,ns,387220
pulling_from_pool,,268435456,,,10785257.0,ns,425942
pulling_from_pool,,268435456,,,11864902.0,ns,464664
pulling_from_pool,,268435456,,,12734362.0,ns,503386
pulling_from_pool,,268435456,,,13703544.0,ns,542108
pulling_from_pool,,268435456,,,14877525.0,ns,580830
pulling_from_pool,,268435456,,,15921495.0,ns,619552
pulling_from_pool,,268435456,,,16762351.0,ns,658274
pulling_from_pool,,268435456,,,17581764.0,ns,696996
pulling_from_pool,,268435456,,,18539261.0,ns,735718
pulling_from_pool,,268435456,,,19747854.0,ns,774440
pulling_from_pool,,268435456,,,20463483.0,ns,813162
pulling_from_pool,,268435456,,,21643544.0,ns,851884
pulling_from_pool,,268435456,,,23109151.0,ns,890606
pulling_from_pool,,268435456,,,23476039.0,ns,929328
pulling_from_pool,,268435456,,,24449039.0,ns,968050
pulling_from_pool,,268435456,,,25457998.0,ns,1006772
pulling_from_pool,,268435456,,,26386741.0,ns,1045494
pulling_from_pool,,268435456,,,27317461.0,ns,1084216
pulling_from_pool,,268435456,,,28561521.0,ns,1122938
pulling_from_pool,,268435456,,,29808124.0,ns,1161660
pulling_from_pool,,268435456,,,30467987.0,ns,1200382
pulling_from_pool,,268435456,,,31291043.0,ns,1239104
pulling_from_pool,,268435456,,,33090415.0,ns,1277826
pulling_from_pool,,268435456,,,33453916.0,ns,1316548
pulling_from_pool,,268435456,,,34426656.0,ns,1355270
pulling_from_pool,,268435456,,,35064144.0,ns,1393992
pulling_from_pool,,268435456,,,36732269.0,ns,1432714
pulling_from_pool,,268435456,,,37793050.0,ns,1471436
pulling_from_pool,,268435456,,,38508715.0,ns,1510158
pulling_from_pool,,268435456,,,39440900.0,ns,1548880
pulling_from_pool,,268435456,,,40483394.0,ns,1587602
pulling_from_pool,,268435456,,,41307256.0,ns,1626324
pulling_from_pool,,268435456,,,42395377.0,ns,1665046
pulling_from_pool,,268435456,,,43278867.0,ns,1703768
pulling_from_pool,,268435456,,,44225697.0,ns,1742490
pulling_from_pool,,268435456,,,45220784.0,ns,1781212
pulling_from_pool,,268435456,,,46553064.0,ns,1819934
pulling_from_pool,,268435456,,,47578716.0,ns,1858656
pulling_from_pool,,268435456,,,47916186.0,ns,1897378
pulling_from_pool,,268435456,,,49263695.0,ns,1936100
pulling_from_pool,,268435456,,,50131701.0,ns,1974822
pulling_from_pool,,268435456,,,51276495.0,ns,2013544
pulling_from_pool,,268435456,,,52204404.0,ns,2052266
pulling_from_pool,,268435456,,,53034625.0,ns,2090988
pulling_from_pool,,268435456,,,53940355.0,ns,2129710
pulling_from_pool,,268435456,,,55038261.0,ns,2168432
pulling_from_pool,,268435456,,,55815269.0,ns,2207154
pulling_from_pool,,268435456,,,56827696.0,ns,2245876
pulling_from_pool,,268435456,,,58629319.0,ns,2284598
pulling_from_pool,,268435456,,,58947444.0,ns,2323320
pulling_from_pool,,268435456,,,59707267.0,ns,2362042
pulling_from_pool,,268435456,,,60621505.0,ns,2400764
pulling_from_pool,,268435456,,,62166132.0,ns,2439486
pulling_from_pool,,268435456,,,62796923.0,ns,2478208
pulling_from_pool,,268435456,,,63733941.0,ns,2516930
pulling_from_pool,,268435456,,,64764728.0,ns,2555652
pulling_from_pool,,268435456,,,65836062.0,ns,2594374
pulling_from_pool,,268435456,,,66923779.0,ns,2633096
pulling_from_pool,,268435456,,,67736907.0,ns,2671818
pulling_from_pool,,268435456,,,68969500.0,ns,2710540
pulling_from_pool,,268435456,,,69540030.0,ns,2749262
pulling_from_pool,,268435456,,,71349950.0,ns,2787984
pulling_from_pool,,268435456,,,71884066.0,ns,2826706
pulling_from_pool,,268435456,,,73346044.0,ns,2865428
pulling_from_pool,,268435456,,,74913574.0,ns,2904150
pulling_from_pool,,268435456,,,74551255.0,ns,2942872
pulling_from_pool,,268435456,,,75843435.0,ns,2981594
pulling_from_pool,,268435456,,,76525732.0,ns,3020316
pulling_from_pool,,268435456,,,77538451.0,ns,3059038
pulling_from_pool,,268435456,,,78362452.0,ns,3097760
pulling_from_pool,,268435456,,,79389877.0,ns,3136482
pulling_from_pool,,268435456,,,80045174.0,ns,3175204
pulling_from_pool,,268435456,,,81818254.0,ns,3213926
pulling_from_pool,,268435456,,,82480685.0,ns,3252648
pulling_from_pool,,268435456,,,83575914.0,ns,3291370
pulling_from_pool,,268435456,,,84526390.0,ns,3330092
pulling_from_pool,,268435456,,,85826656.0,ns,3368814
pulling_from_pool,,268435456,,,86022887.0,ns,3407536
pulling_from_pool,,268435456,,,87244331.0,ns,3446258
pulling_from_pool,,268435456,,,88566365.0,ns,3484980
pulling_from_pool,,268435456,,,89106611.0,ns,3523702
pulling_from_pool,,268435456,,,90117562.0,ns,3562424
pulling_from_pool,,268435456,,,91513567.0,ns,3601146
pulling_from_pool,,268435456,,,92225855.0,ns,3639868
pulling_from_pool,,268435456,,,93021983.0,ns,3678590
pulling_from_pool,,268435456,,,94797329.0,ns,3717312
pulling_from_pool,,268435456,,,95015250.0,ns,3756034
pulling_from_pool,,268435456,,,96364526.0,ns,3794756
pulling_from_pool,,268435456,,,97504288.0,ns,3833478
pulling_from_pool,,268435456,,,98382388.0,ns,3872200
