group,function,value,sample_time_nanos,iteration_count
alloc,,268435456,897224,277
alloc,,268435456,1784767,554
alloc,,268435456,2827614,831
alloc,,268435456,3673276,1108
alloc,,268435456,4646438,1385
alloc,,268435456,5475951,1662
alloc,,268435456,6372452,1939
alloc,,268435456,7424934,2216
alloc,,268435456,8113982,2493
alloc,,268435456,9551177,2770
alloc,,268435456,17055734,3047
alloc,,268435456,11857079,3324
alloc,,268435456,11789228,3601
alloc,,268435456,12676493,3878
alloc,,268435456,14722288,4155
alloc,,268435456,17762155,4432
alloc,,268435456,16956064,4709
alloc,,268435456,18055510,4986
alloc,,268435456,17244788,5263
alloc,,268435456,18157799,5540
alloc,,268435456,18997629,5817
alloc,,268435456,21929585,6094
alloc,,268435456,26305744,6371
alloc,,268435456,26144923,6648
alloc,,268435456,23535191,6925
alloc,,268435456,26369310,7202
alloc,,268435456,25628043,7479
alloc,,268435456,25225126,7756
alloc,,268435456,26201203,8033
alloc,,268435456,31503202,8310
alloc,,268435456,36520024,8587
alloc,,268435456,34429667,8864
alloc,,268435456,30616557,9141
alloc,,268435456,31102972,9418
alloc,,268435456,38410966,9695
alloc,,268435456,32866518,9972
alloc,,268435456,39528380,10249
alloc,,268435456,37039874,10526
alloc,,268435456,40267061,10803
alloc,,268435456,36151255,11080
alloc,,268435456,42051382,11357
alloc,,268435456,43023802,11634
alloc,,268435456,43260379,11911
alloc,,268435456,42427815,12188
alloc,,268435456,45492889,12465
alloc,,268435456,45683869,12742
alloc,,268435456,46881666,13019
alloc,,268435456,50917594,13296
alloc,,268435456,46985575,13573
alloc,,268435456,50825555,13850
alloc,,268435456,50030347,14127
alloc,,268435456,47671584,14404
alloc,,268435456,58487715,14681
alloc,,268435456,52274843,14958
alloc,,268435456,58847966,15235
alloc,,268435456,59032314,15512
alloc,,268435456,59963338,15789
alloc,,268435456,64396327,16066
alloc,,268435456,62911419,16343
alloc,,268435456,64287141,16620
alloc,,268435456,61470689,16897
alloc,,268435456,62020271,17174
alloc,,268435456,67738243,17451
alloc,,268435456,61885071,17728
alloc,,268435456,61888522,18005
alloc,,268435456,70349504,18282
alloc,,268435456,62124800,18559
alloc,,268435456,69352879,18836
alloc,,268435456,69215997,19113
alloc,,268435456,64046987,19390
alloc,,268435456,81269892,19667
alloc,,268435456,70921791,19944
alloc,,268435456,66079826,20221
alloc,,268435456,78427992,20498
alloc,,268435456,71372870,20775
alloc,,268435456,80614628,21052
alloc,,268435456,75372746,21329
alloc,,268435456,75781194,21606
alloc,,268435456,71612299,21883
alloc,,268435456,89075066,22160
alloc,,268435456,73347488,22437
alloc,,268435456,76320362,22714
alloc,,268435456,87322201,22991
alloc,,268435456,90317613,23268
alloc,,268435456,77130614,23545
alloc,,268435456,92948270,23822
alloc,,268435456,85003653,24099
alloc,,268435456,86518025,24376
alloc,,268435456,91186268,24653
alloc,,268435456,89191280,24930
alloc,,268435456,84730018,25207
alloc,,268435456,97812240,25484
alloc,,268435456,91077242,25761
alloc,,268435456,85237317,26038
alloc,,268435456,103337507,26315
alloc,,268435456,91770692,26592
alloc,,268435456,98771816,26869
alloc,,268435456,96307227,27146
alloc,,268435456,96009474,27423
alloc,,268435456,104930827,27700
