group,function,value,sample_time_nanos,iteration_count
pulling_from_pool,,524288,985504,98890
pulling_from_pool,,524288,1981883,197780
pulling_from_pool,,524288,2966835,296670
pulling_from_pool,,524288,3955877,395560
pulling_from_pool,,524288,4950503,494450
pulling_from_pool,,524288,5936451,593340
pulling_from_pool,,524288,6928730,692230
pulling_from_pool,,524288,7914577,791120
pulling_from_pool,,524288,8905993,890010
pulling_from_pool,,524288,10250236,988900
pulling_from_pool,,524288,10960355,1087790
pulling_from_pool,,524288,11884770,1186680
pulling_from_pool,,524288,12877954,1285570
pulling_from_pool,,524288,13861224,1384460
pulling_from_pool,,524288,14848476,1483350
pulling_from_pool,,524288,15836130,1582240
pulling_from_pool,,524288,16828875,1681130
pulling_from_pool,,524288,17832233,1780020
pulling_from_pool,,524288,18797921,1878910
pulling_from_pool,,524288,19791952,1977800
pulling_from_pool,,524288,20777928,2076690
pulling_from_pool,,524288,21774722,2175580
pulling_from_pool,,524288,22772504,2274470
pulling_from_pool,,524288,23744893,2373360
pulling_from_pool,,524288,24740066,2472250
pulling_from_pool,,524288,25736383,2571140
pulling_from_pool,,524288,26717608,2670030
pulling_from_pool,,524288,27704856,2768920
pulling_from_pool,,524288,28693613,2867810
pulling_from_pool,,524288,29689872,2966700
pulling_from_pool,,524288,30687609,3065590
pulling_from_pool,,524288,31680758,3164480
pulling_from_pool,,524288,32656334,3263370
pulling_from_pool,,524288,33647945,3362260
pulling_from_pool,,524288,34653720,3461150
pulling_from_pool,,524288,35629845,3560040
pulling_from_pool,,524288,36617510,3658930
pulling_from_pool,,524288,37597793,3757820
pulling_from_pool,,524288,38586557,3856710
pulling_from_pool,,524288,39579133,3955600
pulling_from_pool,,524288,40570824,4054490
pulling_from_pool,,524288,41558545,4153380
pulling_from_pool,,524288,42545267,4252270
pulling_from_pool,,524288,43527606,4351160
pulling_from_pool,,524288,44537476,4450050
pulling_from_pool,,524288,45519282,4548940
pulling_from_pool,,524288,46513645,4647830
pulling_from_pool,,524288,47498137,4746720
pulling_from_pool,,524288,48467556,4845610
pulling_from_pool,,524288,49462465,4944500
pulling_from_pool,,524288,50583686,5043390
pulling_from_pool,,524288,51468279,5142280
pulling_from_pool,,524288,52443658,5241170
pulling_from_pool,,524288,53436550,5340060
pulling_from_pool,,524288,54515330,5438950
pulling_from_pool,,524288,55435032,5537840
pulling_from_pool,,524288,56397827,5636730
pulling_from_pool,,524288,57393594,5735620
pulling_from_pool,,524288,58401577,5834510
pulling_from_pool,,524288,59435144,5933400
pulling_from_pool,,524288,60436944,6032290
pulling_from_pool,,524288,61410763,6131180
pulling_from_pool,,524288,62350972,6230070
pulling_from_pool,,524288,63460122,6328960
pulling_from_pool,,524288,64322532,6427850
pulling_from_pool,,524288,65306865,6526740
pulling_from_pool,,524288,66436557,6625630
pulling_from_pool,,524288,67279363,6724520
pulling_from_pool,,524288,68391796,6823410
pulling_from_pool,,524288,69290926,6922300
pulling_from_pool,,524288,70218668,7021190
pulling_from_pool,,524288,71372558,7120080
pulling_from_pool,,524288,72373741,7218970
pulling_from_pool,,524288,73242549,7317860
pulling_from_pool,,524288,74258588,7416750
pulling_from_pool,,524288,75217898,7515640
pulling_from_pool,,524288,76375336,7614530
pulling_from_pool,,524288,77319076,7713420
pulling_from_pool,,524288,78196106,7812310
pulling_from_pool,,524288,79187038,7911200
pulling_from_pool,,524288,80261287,8010090
pulling_from_pool,,524288,81159513,8108980
pulling_from_pool,,524288,82274115,8207870
pulling_from_pool,,524288,83141592,8306760
pulling_from_pool,,524288,84236531,8405650
pulling_from_pool,,524288,85132176,8504540
pulling_from_pool,,524288,86198693,8603430
pulling_from_pool,,524288,88332335,8702320
pulling_from_pool,,524288,88050576,8801210
pulling_from_pool,,524288,89053649,8900100
pulling_from_pool,,524288,90072291,8998990
pulling_from_pool,,524288,91071985,9097880
pulling_from_pool,,524288,92079121,9196770
pulling_from_pool,,524288,93008917,9295660
pulling_from_pool,,524288,94115104,9394550
pulling_from_pool,,524288,95068900,9493440
pulling_from_pool,,524288,95991248,9592330
pulling_from_pool,,524288,97060119,9691220
pulling_from_pool,,524288,98153755,9790110
pulling_from_pool,,524288,99028883,9889000
