group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
detach_from_pool,,33554432,,,945438.0,ns,38639
detach_from_pool,,33554432,,,1941912.0,ns,77278
detach_from_pool,,33554432,,,3074120.0,ns,115917
detach_from_pool,,33554432,,,3874324.0,ns,154556
detach_from_pool,,33554432,,,4777767.0,ns,193195
detach_from_pool,,33554432,,,5793054.0,ns,231834
detach_from_pool,,33554432,,,7394504.0,ns,270473
detach_from_pool,,33554432,,,7772433.0,ns,309112
detach_from_pool,,33554432,,,8788567.0,ns,347751
detach_from_pool,,33554432,,,9762943.0,ns,386390
detach_from_pool,,33554432,,,10710194.0,ns,425029
detach_from_pool,,33554432,,,11744923.0,ns,463668
detach_from_pool,,33554432,,,12732802.0,ns,502307
detach_from_pool,,33554432,,,13699389.0,ns,540946
detach_from_pool,,33554432,,,14650996.0,ns,579585
detach_from_pool,,33554432,,,15686569.0,ns,618224
detach_from_pool,,33554432,,,16696694.0,ns,656863
detach_from_pool,,33554432,,,17615385.0,ns,695502
detach_from_pool,,33554432,,,18667059.0,ns,734141
detach_from_pool,,33554432,,,19878096.0,ns,772780
detach_from_pool,,33554432,,,20545362.0,ns,811419
detach_from_pool,,33554432,,,21465315.0,ns,850058
detach_from_pool,,33554432,,,22434970.0,ns,888697
detach_from_pool,,33554432,,,23498796.0,ns,927336
detach_from_pool,,33554432,,,24351262.0,ns,965975
detach_from_pool,,33554432,,,25668093.0,ns,1004614
detach_from_pool,,33554432,,,27276813.0,ns,1043253
detach_from_pool,,33554432,,,28790498.0,ns,1081892
detach_from_pool,,33554432,,,29634751.0,ns,1120531
detach_from_pool,,33554432,,,29477947.0,ns,1159170
detach_from_pool,,33554432,,,30197588.0,ns,1197809
detach_from_pool,,33554432,,,31157357.0,ns,1236448
detach_from_pool,,33554432,,,32120019.0,ns,1275087
detach_from_pool,,33554432,,,33017315.0,ns,1313726
detach_from_pool,,33554432,,,33982066.0,ns,1352365
detach_from_pool,,33554432,,,34863479.0,ns,1391004
detach_from_pool,,33554432,,,35774349.0,ns,1429643
detach_from_pool,,33554432,,,36756844.0,ns,1468282
detach_from_pool,,33554432,,,38082463.0,ns,1506921
detach_from_pool,,33554432,,,41543808.0,ns,1545560
detach_from_pool,,33554432,,,41257115.0,ns,1584199
detach_from_pool,,33554432,,,41404352.0,ns,1622838
detach_from_pool,,33554432,,,41996307.0,ns,1661477
detach_from_pool,,33554432,,,44527660.0,ns,1700116
detach_from_pool,,33554432,,,46172351.0,ns,1738755
detach_from_pool,,33554432,,,46850469.0,ns,1777394
detach_from_pool,,33554432,,,46260832.0,ns,1816033
detach_from_pool,,33554432,,,47503330.0,ns,1854672
detach_from_pool,,33554432,,,48371645.0,ns,1893311
detach_from_pool,,33554432,,,49443127.0,ns,1931950
detach_from_pool,,33554432,,,49828145.0,ns,1970589
detach_from_pool,,33554432,,,50786554.0,ns,2009228
detach_from_pool,,33554432,,,51647237.0,ns,2047867
detach_from_pool,,33554432,,,53085378.0,ns,2086506
detach_from_pool,,33554432,,,53808713.0,ns,2125145
detach_from_pool,,33554432,,,54790390.0,ns,2163784
detach_from_pool,,33554432,,,56148924.0,ns,2202423
detach_from_pool,,33554432,,,56990965.0,ns,2241062
detach_from_pool,,33554432,,,58975955.0,ns,2279701
detach_from_pool,,33554432,,,58980872.0,ns,2318340
detach_from_pool,,33554432,,,59859942.0,ns,2356979
detach_from_pool,,33554432,,,60571993.0,ns,2395618
detach_from_pool,,33554432,,,63650894.0,ns,2434257
detach_from_pool,,33554432,,,66335059.0,ns,2472896
detach_from_pool,,33554432,,,64501798.0,ns,2511535
detach_from_pool,,33554432,,,65117623.0,ns,2550174
detach_from_pool,,33554432,,,65734216.0,ns,2588813
detach_from_pool,,33554432,,,66557659.0,ns,2627452
detach_from_pool,,33554432,,,67252437.0,ns,2666091
detach_from_pool,,33554432,,,68355271.0,ns,2704730
detach_from_pool,,33554432,,,72560905.0,ns,2743369
detach_from_pool,,33554432,,,70128280.0,ns,2782008
detach_from_pool,,33554432,,,71159501.0,ns,2820647
detach_from_pool,,33554432,,,72050641.0,ns,2859286
detach_from_pool,,33554432,,,72831253.0,ns,2897925
detach_from_pool,,33554432,,,74659360.0,ns,2936564
detach_from_pool,,33554432,,,76369639.0,ns,2975203
detach_from_pool,,33554432,,,78284971.0,ns,3013842
detach_from_pool,,33554432,,,77743655.0,ns,3052481
detach_from_pool,,33554432,,,77987765.0,ns,3091120
detach_from_pool,,33554432,,,79379977.0,ns,3129759
detach_from_pool,,33554432,,,80458485.0,ns,3168398
detach_from_pool,,33554432,,,81095581.0,ns,3207037
detach_from_pool,,33554432,,,82265762.0,ns,3245676
detach_from_pool,,33554432,,,83754416.0,ns,3284315
detach_from_pool,,33554432,,,84691861.0,ns,3322954
detach_from_pool,,33554432,,,85093183.0,ns,3361593
detach_from_pool,,33554432,,,86495665.0,ns,3400232
detach_from_pool,,33554432,,,86873477.0,ns,3438871
detach_from_pool,,33554432,,,87663106.0,ns,3477510
detach_from_pool,,33554432,,,88374288.0,ns,3516149
detach_from_pool,,33554432,,,90335718.0,ns,3554788
detach_from_pool,,33554432,,,91324084.0,ns,3593427
detach_from_pool,,33554432,,,91947264.0,ns,3632066
detach_from_pool,,33554432,,,91417804.0,ns,3670705
detach_from_pool,,33554432,,,92808993.0,ns,3709344
detach_from_pool,,33554432,,,94068962.0,ns,3747983
detach_from_pool,,33554432,,,94479672.0,ns,3786622
detach_from_pool,,33554432,,,97490695.0,ns,3825261
detach_from_pool,,33554432,,,97146183.0,ns,3863900
