group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
pulling_from_pool,,1048576,,,1029425.0,ns,38827
pulling_from_pool,,1048576,,,1911328.0,ns,77654
pulling_from_pool,,1048576,,,3008166.0,ns,116481
pulling_from_pool,,1048576,,,3914256.0,ns,155308
pulling_from_pool,,1048576,,,4967277.0,ns,194135
pulling_from_pool,,1048576,,,6250814.0,ns,232962
pulling_from_pool,,1048576,,,6754636.0,ns,271789
pulling_from_pool,,1048576,,,7719059.0,ns,310616
pulling_from_pool,,1048576,,,8920923.0,ns,349443
pulling_from_pool,,1048576,,,10067196.0,ns,388270
pulling_from_pool,,1048576,,,11211280.0,ns,427097
pulling_from_pool,,1048576,,,11984344.0,ns,465924
pulling_from_pool,,1048576,,,12915593.0,ns,504751
pulling_from_pool,,1048576,,,13720552.0,ns,543578
pulling_from_pool,,1048576,,,15029253.0,ns,582405
pulling_from_pool,,1048576,,,15690580.0,ns,621232
pulling_from_pool,,1048576,,,16661026.0,ns,660059
pulling_from_pool,,1048576,,,17598802.0,ns,698886
pulling_from_pool,,1048576,,,18541173.0,ns,737713
pulling_from_pool,,1048576,,,19574764.0,ns,776540
pulling_from_pool,,1048576,,,20586127.0,ns,815367
pulling_from_pool,,1048576,,,21476149.0,ns,854194
pulling_from_pool,,1048576,,,22228241.0,ns,893021
pulling_from_pool,,1048576,,,23788152.0,ns,931848
pulling_from_pool,,1048576,,,24325697.0,ns,970675
pulling_from_pool,,1048576,,,25846651.0,ns,1009502
pulling_from_pool,,1048576,,,27105146.0,ns,1048329
pulling_from_pool,,1048576,,,27536978.0,ns,1087156
pulling_from_pool,,1048576,,,28115585.0,ns,1125983
pulling_from_pool,,1048576,,,29735745.0,ns,1164810
pulling_from_pool,,1048576,,,30291483.0,ns,1203637
pulling_from_pool,,1048576,,,31235318.0,ns,1242464
pulling_from_pool,,1048576,,,32288589.0,ns,1281291
pulling_from_pool,,1048576,,,33192005.0,ns,1320118
pulling_from_pool,,1048576,,,33635020.0,ns,1358945
pulling_from_pool,,1048576,,,34921783.0,ns,1397772
pulling_from_pool,,1048576,,,36322690.0,ns,1436599
pulling_from_pool,,1048576,,,37625317.0,ns,1475426
pulling_from_pool,,1048576,,,40582260.0,ns,1514253
pulling_from_pool,,1048576,,,39899744.0,ns,1553080
pulling_from_pool,,1048576,,,40063792.0,ns,1591907
pulling_from_pool,,1048576,,,40835195.0,ns,1630734
pulling_from_pool,,1048576,,,42009606.0,ns,1669561
pulling_from_pool,,1048576,,,42750832.0,ns,1708388
pulling_from_pool,,1048576,,,43746201.0,ns,1747215
pulling_from_pool,,1048576,,,44485931.0,ns,1786042
pulling_from_pool,,1048576,,,45877376.0,ns,1824869
pulling_from_pool,,1048576,,,46693528.0,ns,1863696
pulling_from_pool,,1048576,,,47527950.0,ns,1902523
pulling_from_pool,,1048576,,,48584579.0,ns,1941350
pulling_from_pool,,1048576,,,49422910.0,ns,1980177
pulling_from_pool,,1048576,,,50839915.0,ns,2019004
pulling_from_pool,,1048576,,,51712359.0,ns,2057831
pulling_from_pool,,1048576,,,52295834.0,ns,2096658
pulling_from_pool,,1048576,,,53549999.0,ns,2135485
pulling_from_pool,,1048576,,,55620242.0,ns,2174312
pulling_from_pool,,1048576,,,56286838.0,ns,2213139
pulling_from_pool,,1048576,,,57173458.0,ns,2251966
pulling_from_pool,,1048576,,,57726662.0,ns,2290793
pulling_from_pool,,1048576,,,58998790.0,ns,2329620
pulling_from_pool,,1048576,,,59121523.0,ns,2368447
pulling_from_pool,,1048576,,,60658884.0,ns,2407274
pulling_from_pool,,1048576,,,62109961.0,ns,2446101
pulling_from_pool,,1048576,,,62508424.0,ns,2484928
pulling_from_pool,,1048576,,,63206057.0,ns,2523755
pulling_from_pool,,1048576,,,64175065.0,ns,2562582
pulling_from_pool,,1048576,,,65799699.0,ns,2601409
pulling_from_pool,,1048576,,,65812901.0,ns,2640236
pulling_from_pool,,1048576,,,69478046.0,ns,2679063
pulling_from_pool,,1048576,,,69786162.0,ns,2717890
pulling_from_pool,,1048576,,,69511092.0,ns,2756717
pulling_from_pool,,1048576,,,70825312.0,ns,2795544
pulling_from_pool,,1048576,,,71505374.0,ns,2834371
pulling_from_pool,,1048576,,,72882765.0,ns,2873198
pulling_from_pool,,1048576,,,73989282.0,ns,2912025
pulling_from_pool,,1048576,,,74388538.0,ns,2950852
pulling_from_pool,,1048576,,,75895344.0,ns,2989679
pulling_from_pool,,1048576,,,76377654.0,ns,3028506
pulling_from_pool,,1048576,,,78310099.0,ns,3067333
pulling_from_pool,,1048576,,,78434061.0,ns,3106160
pulling_from_pool,,1048576,,,80358039.0,ns,3144987
pulling_from_pool,,1048576,,,80408082.0,ns,3183814
pulling_from_pool,,1048576,,,82680702.0,ns,3222641
pulling_from_pool,,1048576,,,82773345.0,ns,3261468
pulling_from_pool,,1048576,,,83018437.0,ns,3300295
pulling_from_pool,,1048576,,,83588787.0,ns,3339122
pulling_from_pool,,1048576,,,84607220.0,ns,3377949
pulling_from_pool,,1048576,,,85889554.0,ns,3416776
pulling_from_pool,,1048576,,,88340558.0,ns,3455603
pulling_from_pool,,1048576,,,88054315.0,ns,3494430
pulling_from_pool,,1048576,,,89136032.0,ns,3533257
pulling_from_pool,,1048576,,,90140950.0,ns,3572084
pulling_from_pool,,1048576,,,94056480.0,ns,3610911
pulling_from_pool,,1048576,,,92412387.0,ns,3649738
pulling_from_pool,,1048576,,,93338383.0,ns,3688565
pulling_from_pool,,1048576,,,94333482.0,ns,3727392
pulling_from_pool,,1048576,,,97613705.0,ns,3766219
pulling_from_pool,,1048576,,,95660614.0,ns,3805046
pulling_from_pool,,1048576,,,97278709.0,ns,3843873
pulling_from_pool,,1048576,,,96467942.0,ns,3882700
