group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
detach_from_pool,,134217728,,,1000624.0,ns,39315
detach_from_pool,,134217728,,,1922609.0,ns,78630
detach_from_pool,,134217728,,,2891091.0,ns,117945
detach_from_pool,,134217728,,,4155675.0,ns,157260
detach_from_pool,,134217728,,,4998068.0,ns,196575
detach_from_pool,,134217728,,,5855115.0,ns,235890
detach_from_pool,,134217728,,,6886560.0,ns,275205
detach_from_pool,,134217728,,,7937128.0,ns,314520
detach_from_pool,,134217728,,,8827242.0,ns,353835
detach_from_pool,,134217728,,,10056748.0,ns,393150
detach_from_pool,,134217728,,,10870458.0,ns,432465
detach_from_pool,,134217728,,,11839200.0,ns,471780
detach_from_pool,,134217728,,,12628921.0,ns,511095
detach_from_pool,,134217728,,,13868127.0,ns,550410
detach_from_pool,,134217728,,,14729339.0,ns,589725
detach_from_pool,,134217728,,,15843288.0,ns,629040
detach_from_pool,,134217728,,,16908909.0,ns,668355
detach_from_pool,,134217728,,,17801818.0,ns,707670
detach_from_pool,,134217728,,,18502234.0,ns,746985
detach_from_pool,,134217728,,,19789519.0,ns,786300
detach_from_pool,,134217728,,,20660525.0,ns,825615
detach_from_pool,,134217728,,,21622105.0,ns,864930
detach_from_pool,,134217728,,,22995196.0,ns,904245
detach_from_pool,,134217728,,,24112269.0,ns,943560
detach_from_pool,,134217728,,,24680573.0,ns,982875
detach_from_pool,,134217728,,,25879101.0,ns,1022190
detach_from_pool,,134217728,,,26433794.0,ns,1061505
detach_from_pool,,134217728,,,27379132.0,ns,1100820
detach_from_pool,,134217728,,,28587195.0,ns,1140135
detach_from_pool,,134217728,,,29672360.0,ns,1179450
detach_from_pool,,134217728,,,30800010.0,ns,1218765
detach_from_pool,,134217728,,,31721802.0,ns,1258080
detach_from_pool,,134217728,,,32859438.0,ns,1297395
detach_from_pool,,134217728,,,33754094.0,ns,1336710
detach_from_pool,,134217728,,,39726941.0,ns,1376025
detach_from_pool,,134217728,,,37272002.0,ns,1415340
detach_from_pool,,134217728,,,37823874.0,ns,1454655
detach_from_pool,,134217728,,,38930745.0,ns,1493970
detach_from_pool,,134217728,,,40148104.0,ns,1533285
detach_from_pool,,134217728,,,39551559.0,ns,1572600
detach_from_pool,,134217728,,,40956183.0,ns,1611915
detach_from_pool,,134217728,,,42017076.0,ns,1651230
detach_from_pool,,134217728,,,42710471.0,ns,1690545
detach_from_pool,,134217728,,,43767595.0,ns,1729860
detach_from_pool,,134217728,,,44575838.0,ns,1769175
detach_from_pool,,134217728,,,45495631.0,ns,1808490
detach_from_pool,,134217728,,,47140997.0,ns,1847805
detach_from_pool,,134217728,,,49451725.0,ns,1887120
detach_from_pool,,134217728,,,49150579.0,ns,1926435
detach_from_pool,,134217728,,,50252349.0,ns,1965750
detach_from_pool,,134217728,,,51797428.0,ns,2005065
detach_from_pool,,134217728,,,51413635.0,ns,2044380
detach_from_pool,,134217728,,,52237307.0,ns,2083695
detach_from_pool,,134217728,,,53465134.0,ns,2123010
detach_from_pool,,134217728,,,54555586.0,ns,2162325
detach_from_pool,,134217728,,,56958663.0,ns,2201640
detach_from_pool,,134217728,,,57156272.0,ns,2240955
detach_from_pool,,134217728,,,58130795.0,ns,2280270
detach_from_pool,,134217728,,,58781250.0,ns,2319585
detach_from_pool,,134217728,,,59853470.0,ns,2358900
detach_from_pool,,134217728,,,60835329.0,ns,2398215
detach_from_pool,,134217728,,,61250582.0,ns,2437530
detach_from_pool,,134217728,,,62579891.0,ns,2476845
detach_from_pool,,134217728,,,62732687.0,ns,2516160
detach_from_pool,,134217728,,,64604270.0,ns,2555475
detach_from_pool,,134217728,,,65263069.0,ns,2594790
detach_from_pool,,134217728,,,66023556.0,ns,2634105
detach_from_pool,,134217728,,,67807024.0,ns,2673420
detach_from_pool,,134217728,,,68838051.0,ns,2712735
detach_from_pool,,134217728,,,70048593.0,ns,2752050
detach_from_pool,,134217728,,,70834744.0,ns,2791365
detach_from_pool,,134217728,,,72293640.0,ns,2830680
detach_from_pool,,134217728,,,73997481.0,ns,2869995
detach_from_pool,,134217728,,,74011897.0,ns,2909310
detach_from_pool,,134217728,,,74788585.0,ns,2948625
detach_from_pool,,134217728,,,76119751.0,ns,2987940
detach_from_pool,,134217728,,,76771628.0,ns,3027255
detach_from_pool,,134217728,,,79262536.0,ns,3066570
detach_from_pool,,134217728,,,79330761.0,ns,3105885
detach_from_pool,,134217728,,,80098273.0,ns,3145200
detach_from_pool,,134217728,,,80832397.0,ns,3184515
detach_from_pool,,134217728,,,81795565.0,ns,3223830
detach_from_pool,,134217728,,,84916820.0,ns,3263145
detach_from_pool,,134217728,,,84923165.0,ns,3302460
detach_from_pool,,134217728,,,84272033.0,ns,3341775
detach_from_pool,,134217728,,,84992028.0,ns,3381090
detach_from_pool,,134217728,,,86558341.0,ns,3420405
detach_from_pool,,134217728,,,90732079.0,ns,3459720
detach_from_pool,,134217728,,,91912047.0,ns,3499035
detach_from_pool,,134217728,,,92169824.0,ns,3538350
detach_from_pool,,134217728,,,90338187.0,ns,3577665
detach_from_pool,,134217728,,,93581364.0,ns,3616980
detach_from_pool,,134217728,,,93038807.0,ns,3656295
detach_from_pool,,134217728,,,94166132.0,ns,3695610
detach_from_pool,,134217728,,,97213121.0,ns,3734925
detach_from_pool,,134217728,,,95360814.0,ns,3774240
detach_from_pool,,134217728,,,96017151.0,ns,3813555
detach_from_pool,,134217728,,,96961672.0,ns,3852870
detach_from_pool,,134217728,,,98222818.0,ns,3892185
detach_from_pool,,134217728,,,99132846.0,ns,3931500
