group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
detach_from_pool,,1048576,,,965811.0,ns,39496
detach_from_pool,,1048576,,,1974554.0,ns,78992
detach_from_pool,,1048576,,,2951559.0,ns,118488
detach_from_pool,,1048576,,,4006693.0,ns,157984
detach_from_pool,,1048576,,,4875523.0,ns,197480
detach_from_pool,,1048576,,,6359150.0,ns,236976
detach_from_pool,,1048576,,,6824631.0,ns,276472
detach_from_pool,,1048576,,,7822909.0,ns,315968
detach_from_pool,,1048576,,,8881907.0,ns,355464
detach_from_pool,,1048576,,,9858492.0,ns,394960
detach_from_pool,,1048576,,,10776691.0,ns,434456
detach_from_pool,,1048576,,,11836036.0,ns,473952
detach_from_pool,,1048576,,,13381538.0,ns,513448
detach_from_pool,,1048576,,,13652512.0,ns,552944
detach_from_pool,,1048576,,,15020363.0,ns,592440
detach_from_pool,,1048576,,,15677733.0,ns,631936
detach_from_pool,,1048576,,,16763764.0,ns,671432
detach_from_pool,,1048576,,,17765653.0,ns,710928
detach_from_pool,,1048576,,,18684128.0,ns,750424
detach_from_pool,,1048576,,,19597364.0,ns,789920
detach_from_pool,,1048576,,,20891376.0,ns,829416
detach_from_pool,,1048576,,,21815592.0,ns,868912
detach_from_pool,,1048576,,,22482774.0,ns,908408
detach_from_pool,,1048576,,,24125382.0,ns,947904
detach_from_pool,,1048576,,,25046130.0,ns,987400
detach_from_pool,,1048576,,,25838396.0,ns,1026896
detach_from_pool,,1048576,,,26597953.0,ns,1066392
detach_from_pool,,1048576,,,27432699.0,ns,1105888
detach_from_pool,,1048576,,,28505616.0,ns,1145384
detach_from_pool,,1048576,,,29638549.0,ns,1184880
detach_from_pool,,1048576,,,30692350.0,ns,1224376
detach_from_pool,,1048576,,,32690577.0,ns,1263872
detach_from_pool,,1048576,,,33089651.0,ns,1303368
detach_from_pool,,1048576,,,34238178.0,ns,1342864
detach_from_pool,,1048576,,,35291491.0,ns,1382360
detach_from_pool,,1048576,,,36301917.0,ns,1421856
detach_from_pool,,1048576,,,37370595.0,ns,1461352
