group,function,value,sample_time_nanos,iteration_count
detach_from_pool,,67108864,986446,74483
detach_from_pool,,67108864,1966445,148966
detach_from_pool,,67108864,2951205,223449
detach_from_pool,,67108864,3934817,297932
detach_from_pool,,67108864,4934244,372415
detach_from_pool,,67108864,5900559,446898
detach_from_pool,,67108864,6885802,521381
detach_from_pool,,67108864,7868762,595864
detach_from_pool,,67108864,8851839,670347
detach_from_pool,,67108864,9836445,744830
detach_from_pool,,67108864,10847453,819313
detach_from_pool,,67108864,11804565,893796
detach_from_pool,,67108864,12856145,968279
detach_from_pool,,67108864,13769794,1042762
detach_from_pool,,67108864,14758490,1117245
detach_from_pool,,67108864,15736341,1191728
detach_from_pool,,67108864,16720010,1266211
detach_from_pool,,67108864,17703272,1340694
detach_from_pool,,67108864,18686871,1415177
detach_from_pool,,67108864,19671471,1489660
detach_from_pool,,67108864,20679101,1564143
detach_from_pool,,67108864,21644752,1638626
detach_from_pool,,67108864,22655201,1713109
detach_from_pool,,67108864,23746647,1787592
detach_from_pool,,67108864,24602662,1862075
detach_from_pool,,67108864,25571952,1936558
detach_from_pool,,67108864,26553961,2011041
detach_from_pool,,67108864,27539190,2085524
detach_from_pool,,67108864,28575215,2160007
detach_from_pool,,67108864,29546526,2234490
detach_from_pool,,67108864,30488480,2308973
detach_from_pool,,67108864,31473935,2383456
detach_from_pool,,67108864,32480814,2457939
detach_from_pool,,67108864,33459205,2532422
detach_from_pool,,67108864,34473118,2606905
detach_from_pool,,67108864,35441190,2681388
detach_from_pool,,67108864,36527703,2755871
detach_from_pool,,67108864,37402067,2830354
detach_from_pool,,67108864,38453058,2904837
detach_from_pool,,67108864,39492811,2979320
detach_from_pool,,67108864,40339531,3053803
detach_from_pool,,67108864,41309935,3128286
detach_from_pool,,67108864,42315907,3202769
detach_from_pool,,67108864,43277824,3277252
detach_from_pool,,67108864,44269051,3351735
detach_from_pool,,67108864,45257753,3426218
detach_from_pool,,67108864,46357904,3500701
detach_from_pool,,67108864,47225272,3575184
detach_from_pool,,67108864,48194673,3649667
detach_from_pool,,67108864,49205881,3724150
detach_from_pool,,67108864,50160720,3798633
detach_from_pool,,67108864,51142926,3873116
detach_from_pool,,67108864,52129412,3947599
detach_from_pool,,67108864,53240071,4022082
detach_from_pool,,67108864,54120093,4096565
detach_from_pool,,67108864,55155517,4171048
detach_from_pool,,67108864,56183607,4245531
detach_from_pool,,67108864,57104016,4320014
detach_from_pool,,67108864,58112340,4394497
detach_from_pool,,67108864,59245279,4468980
detach_from_pool,,67108864,60007827,4543463
detach_from_pool,,67108864,61055518,4617946
detach_from_pool,,67108864,61963737,4692429
detach_from_pool,,67108864,62943320,4766912
detach_from_pool,,67108864,64036752,4841395
detach_from_pool,,67108864,65066329,4915878
detach_from_pool,,67108864,66025655,4990361
detach_from_pool,,67108864,67134168,5064844
detach_from_pool,,67108864,67865284,5139327
detach_from_pool,,67108864,69136313,5213810
detach_from_pool,,67108864,69926069,5288293
detach_from_pool,,67108864,70839175,5362776
detach_from_pool,,67108864,71816323,5437259
detach_from_pool,,67108864,72804199,5511742
detach_from_pool,,67108864,74007265,5586225
detach_from_pool,,67108864,74789108,5660708
detach_from_pool,,67108864,75760245,5735191
detach_from_pool,,67108864,76737435,5809674
detach_from_pool,,67108864,77838300,5884157
detach_from_pool,,67108864,78736228,5958640
detach_from_pool,,67108864,79689744,6033123
detach_from_pool,,67108864,80676113,6107606
detach_from_pool,,67108864,81680372,6182089
detach_from_pool,,67108864,82809985,6256572
detach_from_pool,,67108864,83642576,6331055
detach_from_pool,,67108864,84621212,6405538
detach_from_pool,,67108864,85608208,6480021
detach_from_pool,,67108864,86851760,6554504
detach_from_pool,,67108864,87570668,6628987
detach_from_pool,,67108864,88560281,6703470
detach_from_pool,,67108864,89683376,6777953
detach_from_pool,,67108864,90736560,6852436
detach_from_pool,,67108864,91508511,6926919
detach_from_pool,,67108864,92526271,7001402
detach_from_pool,,67108864,93654986,7075885
detach_from_pool,,67108864,94511349,7150368
detach_from_pool,,67108864,96749072,7224851
detach_from_pool,,67108864,96413953,7299334
detach_from_pool,,67108864,97688876,7373817
detach_from_pool,,67108864,98393076,7448300
