group,function,value,sample_time_nanos,iteration_count
alloc,,134217728,932905,287
alloc,,134217728,1716315,574
alloc,,134217728,10136973,861
alloc,,134217728,6451425,1148
alloc,,134217728,4605193,1435
alloc,,134217728,5324329,1722
alloc,,134217728,6208572,2009
alloc,,134217728,7532082,2296
alloc,,134217728,9294767,2583
alloc,,134217728,8952913,2870
alloc,,134217728,11647892,3157
alloc,,134217728,10666142,3444
alloc,,134217728,11504619,3731
alloc,,134217728,13950733,4018
alloc,,134217728,17128356,4305
alloc,,134217728,14314915,4592
alloc,,134217728,17596824,4879
alloc,,134217728,16275633,5166
alloc,,134217728,17163588,5453
alloc,,134217728,18203148,5740
alloc,,134217728,20277436,6027
alloc,,134217728,26764833,6314
alloc,,134217728,22168992,6601
alloc,,134217728,21495373,6888
alloc,,134217728,21918108,7175
alloc,,134217728,25487817,7462
alloc,,134217728,28163933,7749
alloc,,134217728,27523847,8036
alloc,,134217728,29367210,8323
alloc,,134217728,30002683,8610
alloc,,134217728,28649885,8897
alloc,,134217728,28282816,9184
alloc,,134217728,29078430,9471
alloc,,134217728,32853552,9758
alloc,,134217728,42428814,10045
alloc,,134217728,34063431,10332
alloc,,134217728,35500144,10619
alloc,,134217728,37763242,10906
alloc,,134217728,36266757,11193
alloc,,134217728,42713689,11480
alloc,,134217728,38913662,11767
alloc,,134217728,40020455,12054
alloc,,134217728,39513991,12341
alloc,,134217728,52580383,12628
alloc,,134217728,44268488,12915
alloc,,134217728,43481974,13202
alloc,,134217728,46904166,13489
alloc,,134217728,47380372,13776
alloc,,134217728,49932259,14063
alloc,,134217728,45457971,14350
alloc,,134217728,44634507,14637
alloc,,134217728,48821262,14924
alloc,,134217728,57323508,15211
alloc,,134217728,52407569,15498
alloc,,134217728,55171144,15785
alloc,,134217728,53638224,16072
alloc,,134217728,57801873,16359
alloc,,134217728,52692791,16646
alloc,,134217728,58494519,16933
alloc,,134217728,61645088,17220
alloc,,134217728,60426206,17507
alloc,,134217728,55715939,17794
alloc,,134217728,58268420,18081
alloc,,134217728,66544090,18368
alloc,,134217728,58310981,18655
alloc,,134217728,69712152,18942
alloc,,134217728,63750897,19229
alloc,,134217728,64590851,19516
alloc,,134217728,73745929,19803
alloc,,134217728,67789228,20090
alloc,,134217728,68153304,20377
alloc,,134217728,73877178,20664
alloc,,134217728,67229856,20951
alloc,,134217728,68371479,21238
alloc,,134217728,79877449,21525
alloc,,134217728,73143698,21812
alloc,,134217728,71354904,22099
alloc,,134217728,76471410,22386
alloc,,134217728,79384599,22673
alloc,,134217728,76415060,22960
alloc,,134217728,79032544,23247
alloc,,134217728,72658277,23534
alloc,,134217728,86223836,23821
alloc,,134217728,76888083,24108
alloc,,134217728,89218185,24395
alloc,,134217728,76810864,24682
alloc,,134217728,94283323,24969
alloc,,134217728,83249090,25256
alloc,,134217728,85387540,25543
alloc,,134217728,84964551,25830
alloc,,134217728,92561785,26117
alloc,,134217728,87973596,26404
alloc,,134217728,82576751,26691
alloc,,134217728,93885742,26978
alloc,,134217728,93905616,27265
alloc,,134217728,95986911,27552
alloc,,134217728,91332447,27839
alloc,,134217728,96930104,28126
alloc,,134217728,97353413,28413
alloc,,134217728,95544598,28700
